Title,ISSN,BUS,HUM,LAW,MED,NSEG,SSDG
Public Health,00333506,NA,NA,NA,1,NA,1
Public Relations Review,03638111,1,NA,NA,NA,NA,1
Pulmonary Pharmacology & Therapeutics,10945539,NA,NA,NA,1,NA,NA
Pulmonology,25310437,NA,NA,NA,1,NA,NA
Pump Industry Analyst,13596128,NA,NA,NA,NA,1,NA
Quaternary Geochronology,18711014,NA,NA,NA,NA,1,NA
Quaternary International,10406182,NA,NA,NA,NA,1,1
Quaternary Science Reviews,02773791,NA,NA,NA,NA,1,NA
Radiation Measurements,13504487,NA,NA,NA,NA,1,NA
Radiation Physics and Chemistry,0969806X,NA,NA,NA,NA,1,NA
Radiography,10788174,NA,NA,NA,1,NA,NA
Radiología,00338338,NA,NA,NA,1,NA,NA
Radiología (English Edition),21735107,NA,NA,NA,1,NA,NA
Radiologic Clinics of North America,00338389,NA,NA,NA,1,NA,NA
Radiology Case Reports,19300433,NA,NA,NA,1,NA,NA
Radiology of Infectious Diseases,23526211,NA,NA,NA,1,1,NA
Radiotherapy and Oncology,01678140,NA,NA,NA,1,1,NA
Rangeland Ecology & Management,15507424,NA,NA,NA,NA,1,NA
Rangelands,01900528,NA,NA,NA,NA,1,NA
REACH,23523093,NA,NA,NA,1,1,NA
Reactive and Functional Polymers,13815148,NA,NA,NA,NA,1,NA
REC: CardioClinics,26051532,NA,NA,NA,1,NA,NA
Redox Biology,22132317,NA,NA,NA,NA,1,NA
Regenerative Therapy,23523204,NA,NA,NA,1,1,NA
Regional Science and Urban Economics,01660462,NA,NA,NA,NA,NA,1
Regional Studies in Marine Science,23524855,NA,NA,NA,NA,1,NA
Regulatory Toxicology and Pharmacology,02732300,NA,NA,NA,1,1,NA
Rehabilitación,00487120,NA,NA,NA,1,NA,NA
Reinforced Plastics,00343617,NA,NA,NA,NA,1,NA
Reliability Engineering & System Safety,09518320,NA,NA,NA,NA,1,1
Remote Sensing Applications: Society and Environment,23529385,NA,NA,NA,NA,1,NA
Remote Sensing of Environment,00344257,NA,NA,NA,NA,1,NA
Renewable and Sustainable Energy Reviews,13640321,NA,NA,NA,NA,1,NA
Renewable Energy,09601481,NA,NA,NA,NA,1,NA
Renewable Energy Focus,17550084,NA,NA,NA,NA,1,NA
Reports of Practical Oncology & Radiotherapy,15071367,NA,NA,NA,1,1,NA
Reports on Mathematical Physics,00344877,NA,NA,NA,NA,1,NA
Reproductive Biology,1642431X,NA,NA,NA,1,1,NA
Reproductive Biomedicine & Society Online,24056618,NA,1,NA,1,NA,1
Reproductive BioMedicine Online,14726483,NA,NA,NA,1,NA,NA
Reproductive Toxicology,08906238,NA,NA,NA,1,1,NA
Research in Autism Spectrum Disorders,17509467,NA,NA,NA,1,1,1
Research in Developmental Disabilities,08914222,NA,NA,NA,1,1,1
Research in Economics,10909443,NA,NA,NA,NA,NA,1
Research in International Business and Finance,02755319,1,NA,NA,NA,NA,NA
Research in Microbiology,09232508,NA,NA,NA,NA,1,NA
Research in Organizational Behavior,01913085,1,NA,NA,NA,1,NA
Research in Social and Administrative Pharmacy,15517411,NA,NA,NA,1,NA,NA
Research in Social Stratification and Mobility,02765624,1,NA,NA,NA,NA,1
Research in Transportation Business & Management,22105395,1,NA,NA,NA,1,NA
Research in Transportation Economics,07398859,1,NA,NA,NA,NA,1
Research in Veterinary Science,00345288,NA,NA,NA,1,1,NA
Research Policy,00487333,1,NA,NA,NA,1,1
Research Policy: X,25901451,1,NA,NA,NA,1,1
Resource and Energy Economics,09287655,NA,NA,NA,NA,1,1
Resources Policy,03014207,NA,NA,1,NA,1,1
"Resources, Conservation and Recycling",09213449,NA,NA,NA,NA,1,1
Respiratory Investigation,22125345,NA,NA,NA,1,1,NA
Respiratory Medicine,09546111,NA,NA,NA,1,NA,NA
Respiratory Medicine and Research,25900412,NA,NA,NA,1,NA,NA
Respiratory Medicine Case Reports,22130071,NA,NA,NA,1,NA,NA
Respiratory Medicine: X,25901435,NA,NA,NA,1,1,NA
Respiratory Physiology & Neurobiology,15699048,NA,NA,NA,1,1,NA
Results in Applied Mathematics,25900374,NA,NA,NA,NA,1,NA
Results in Chemistry,22117156,NA,NA,NA,NA,1,NA
Results in Engineering,25901230,NA,NA,NA,NA,1,NA
Results in Physics,22113797,NA,NA,NA,NA,1,NA
Resuscitation,03009572,NA,NA,NA,1,NA,NA
Reumatología Clínica,1699258X,NA,NA,NA,1,NA,NA
Reumatología Clínica (English Edition),21735743,NA,NA,NA,1,NA,NA
Review of Development Finance,18799337,1,NA,NA,NA,NA,1
Review of Economic Dynamics,10942025,NA,NA,NA,NA,NA,1
Review of Palaeobotany and Palynology,00346667,NA,NA,NA,NA,1,NA
Reviews in Physics,24054283,NA,NA,NA,NA,1,NA
Revista Argentina de Microbiología,03257541,NA,NA,NA,NA,1,NA
Revista Brasileira de Ciências do Esporte,01013289,NA,NA,NA,1,NA,NA
Revista Brasileira de Entomologia,00855626,NA,NA,NA,NA,1,NA
Revista Brasileira de Farmacognosia,0102695X,NA,NA,NA,1,1,NA
Revista Científica de la Sociedad de Enfermería Neurológica (English ed.),2530299X,NA,NA,NA,1,NA,NA
Revista Científica de la Sociedad Española de Enfermería Neurológica,20135246,NA,NA,NA,1,NA,NA
Revista Clínica Española,00142565,NA,NA,NA,1,NA,NA
Revista Clínica Española (English Edition),22548874,NA,NA,NA,1,NA,NA
Revista Colombiana de Cardiología,01205633,NA,NA,NA,1,NA,NA
Revista Colombiana de Ortopedia y Traumatología,01208845,NA,NA,NA,1,NA,NA
Revista Colombiana de Psiquiatría,00347450,NA,NA,NA,1,NA,NA
Revista Colombiana de Psiquiatría (English ed.),25303120,NA,NA,NA,1,NA,NA
Revista Colombiana de Reumatología,01218123,NA,NA,NA,1,NA,NA
Revista Colombiana de Reumatología (English Edition),24444405,NA,NA,NA,1,NA,NA
Revista de Gastroenterología de México,03750906,NA,NA,NA,1,NA,NA
Revista de Gastroenterología de México (English Edition),2255534X,NA,NA,NA,1,NA,NA
"Revista de Logopedia, Foniatría y Audiología",02144603,NA,1,NA,1,1,NA
Revista de Psicodidáctica,11361034,NA,NA,NA,NA,1,1
Revista de Psicodidáctica (English ed.),25303805,NA,NA,NA,NA,1,1
Revista de Psiquiatría y Salud Mental,18889891,NA,NA,NA,1,NA,NA
Revista de Psiquiatría y Salud Mental (English Edition),21735050,NA,NA,NA,1,NA,NA
Revista de Senología y Patología Mamaria,02141582,NA,NA,NA,1,NA,NA
Revista del Laboratorio Clínico,18884008,NA,NA,NA,1,1,NA
Revista Española de Anestesiología y Reanimación,00349356,NA,NA,NA,1,NA,NA
Revista Española de Anestesiología y Reanimación (English Edition),23411929,NA,NA,NA,1,NA,NA
Revista Española de Cardiología,03008932,NA,NA,NA,1,NA,NA
Revista Española de Cardiología (English Edition),18855857,NA,NA,NA,1,NA,NA
Revista Española de Cardiología Suplementos,11313587,NA,NA,NA,1,NA,NA
Revista Española de Cirugía Ortopédica y Traumatología,18884415,NA,NA,NA,1,NA,NA
Revista Española de Cirugía Ortopédica y Traumatología (English Edition),19888856,NA,NA,NA,1,NA,NA
Revista Española de Geriatría y Gerontología,0211139X,NA,NA,NA,1,1,1
Revista Española de Medicina Legal,03774732,NA,NA,NA,1,NA,NA
Revista Española de Medicina Nuclear e Imagen Molecular,2253654X,NA,NA,NA,1,NA,NA
Revista Española de Medicina Nuclear e Imagen Molecular (English Edition),22538089,NA,NA,NA,1,NA,NA
Revista Española de Patología,16998855,NA,NA,NA,1,NA,NA
Revista Iberoamericana de Micología,11301406,NA,NA,NA,1,1,NA
Revista Internacional de Acupuntura,18878369,NA,NA,NA,1,NA,NA
Revista Internacional de Andrología,1698031X,NA,NA,NA,1,1,NA
Revista Médica Clínica Las Condes,07168640,NA,NA,NA,1,NA,NA
Revista Portuguesa de Cardiologia,08702551,NA,NA,NA,1,NA,1
Revista Portuguesa de Cardiologia (English Edition),21742049,NA,NA,NA,1,NA,NA
Revista Portuguesa de Pneumologia,08732159,NA,NA,NA,1,NA,NA
Revue d'Épidémiologie et de Santé Publique,03987620,NA,NA,NA,1,NA,NA
Revue de Chirurgie Orthopédique et Traumatologique,18770517,NA,NA,NA,1,NA,NA
Revue de Micropaléontologie,00351598,NA,NA,NA,NA,1,NA
Revue des Maladies Respiratoires,07618425,NA,NA,NA,1,NA,NA
Revue des Maladies Respiratoires Actualités,18771203,NA,NA,NA,1,NA,NA
Revue du Rhumatisme,11698330,NA,NA,NA,1,NA,NA
Revue du Rhumatisme Monographies,18786227,NA,NA,NA,1,NA,NA
Revue Européenne de Psychologie Appliquée,11629088,NA,NA,NA,NA,1,NA
Revue Française d’Allergologie,18770320,NA,NA,NA,1,NA,NA
Revue Francophone d'Orthoptie,18762204,NA,NA,NA,1,NA,NA
Revue Francophone de Cicatrisation,24689114,NA,NA,NA,1,NA,NA
Revue Francophone des Laboratoires,1773035X,NA,NA,NA,NA,1,NA
Revue Francophone Internationale de Recherche Infirmière,23528028,NA,NA,NA,1,NA,NA
Revue Neurologique,00353787,NA,NA,NA,1,NA,NA
Revue Vétérinaire Clinique,22145672,NA,NA,NA,1,NA,NA
Rheumatic Disease Clinics of North America,0889857X,NA,NA,NA,1,NA,NA
Rhizosphere,24522198,NA,NA,NA,NA,1,NA
Rice Science,16726308,NA,NA,NA,NA,1,NA
Robotics and Autonomous Systems,09218890,NA,NA,NA,NA,1,NA
Robotics and Computer-Integrated Manufacturing,07365845,NA,NA,NA,NA,1,NA
Russian Literature,03043479,NA,1,NA,NA,NA,1
Safety and Health at Work,20937911,NA,NA,NA,1,NA,1
Safety Science,09257535,1,NA,1,1,1,1
Saudi Journal of Biological Sciences,1319562X,NA,NA,NA,NA,1,NA
Saudi Journal of Ophthalmology,13194534,NA,NA,NA,1,NA,NA
Saudi Pharmaceutical Journal,13190164,NA,NA,NA,1,NA,NA
Scandinavian Journal of Management,09565221,1,NA,NA,NA,1,NA
Schizophrenia Research,09209964,NA,NA,NA,1,1,NA
Schizophrenia Research: Cognition,22150013,NA,NA,NA,1,1,NA
Science & Justice,13550306,NA,NA,1,1,1,NA
Science & Sports,07651597,NA,NA,NA,1,NA,NA
Science Bulletin,20959273,NA,NA,NA,NA,1,NA
Science of Computer Programming,01676423,NA,NA,NA,NA,1,NA
Science of The Total Environment,00489697,NA,NA,NA,NA,1,NA
Scientia Horticulturae,03044238,NA,NA,NA,NA,1,NA
Scientific African,24682276,NA,NA,NA,1,1,NA
Scripta Materialia,13596462,NA,NA,NA,NA,1,NA
Sealing Technology,13504789,NA,NA,NA,NA,1,NA
Sedimentary Geology,00370738,NA,NA,NA,NA,1,NA
Seizure,10591311,NA,NA,NA,1,1,NA
Seminars in Arthritis and Rheumatism,00490172,NA,NA,NA,1,NA,NA
Seminars in Arthroplasty,10454527,NA,NA,NA,1,NA,NA
Seminars in Cancer Biology,1044579X,NA,NA,NA,NA,1,NA
Seminars in Cell & Developmental Biology,10849521,NA,NA,NA,NA,1,NA
Seminars in Colon and Rectal Surgery,10431489,NA,NA,NA,1,NA,NA
Seminars in Diagnostic Pathology,07402570,NA,NA,NA,1,NA,NA
Seminars in Fetal and Neonatal Medicine,1744165X,NA,NA,NA,1,NA,NA
Seminars in Hematology,00371963,NA,NA,NA,1,NA,NA
Seminars in Immunology,10445323,NA,NA,NA,1,NA,NA
Seminars in Nephrology,02709295,NA,NA,NA,1,NA,NA
Seminars in Nuclear Medicine,00012998,NA,NA,NA,1,NA,NA
Seminars in Oncology,00937754,NA,NA,NA,1,1,NA
Seminars in Oncology Nursing,07492081,NA,NA,NA,1,NA,NA
Seminars in Orthodontics,10738746,NA,NA,NA,1,NA,NA
Seminars in Pediatric Neurology,10719091,NA,NA,NA,1,NA,NA
Seminars in Pediatric Surgery,10558586,NA,NA,NA,1,NA,NA
Seminars in Perinatology,01460005,NA,NA,NA,1,NA,NA
Seminars in Radiation Oncology,10534296,NA,NA,NA,1,NA,NA
Seminars in Roentgenology,0037198X,NA,NA,NA,1,NA,NA
Seminars in Spine Surgery,10407383,NA,NA,NA,1,NA,NA
Seminars in Thoracic and Cardiovascular Surgery,10430679,NA,NA,NA,1,NA,NA
Seminars in Thoracic and Cardiovascular Surgery: Pediatric Cardiac Surgery Annual,10929126,NA,NA,NA,1,NA,NA
"Seminars in Ultrasound, CT and MRI",08872171,NA,NA,NA,1,NA,NA
Seminars in Vascular Surgery,08957967,NA,NA,NA,1,NA,NA
Sensing and Bio-Sensing Research,22141804,NA,NA,NA,NA,1,NA
Sensors and Actuators A: Physical,09244247,NA,NA,NA,NA,1,NA
Sensors and Actuators B: Chemical,09254005,NA,NA,NA,NA,1,NA
Separation and Purification Technology,13835866,NA,NA,NA,NA,1,NA
Sexologies,11581360,NA,NA,NA,1,1,NA
Sexual & Reproductive Healthcare,18775756,NA,NA,NA,1,NA,NA
Sexual Medicine,20501161,NA,NA,NA,1,NA,NA
Sexual Medicine Reviews,20500521,NA,NA,NA,1,NA,NA
"She Ji: The Journal of Design, Economics, and Innovation",24058726,1,NA,NA,NA,1,1
Signal Processing,01651684,NA,NA,NA,NA,1,NA
Signal Processing: Image Communication,09235965,NA,NA,NA,NA,1,NA
Simulation Modelling Practice and Theory,1569190X,NA,NA,NA,NA,1,NA
Sleep Health,23527218,NA,NA,NA,1,1,NA
Sleep Medicine,13899457,NA,NA,NA,1,NA,NA
Sleep Medicine Clinics,1556407X,NA,NA,NA,1,NA,NA
Sleep Medicine Reviews,10870792,NA,NA,NA,1,NA,NA
Sleep Medicine: X,25901427,NA,NA,NA,1,NA,NA
Small Ruminant Research,09214488,NA,NA,NA,1,1,NA
Smart Health,23526483,NA,NA,NA,1,1,NA
Social Networks,03788733,NA,NA,NA,NA,1,1
Social Science & Medicine,02779536,NA,NA,NA,1,1,1
Social Science Research,0049089X,NA,NA,NA,NA,1,1
Socio-Economic Planning Sciences,00380121,1,NA,NA,NA,1,1
SoftwareX,23527110,NA,NA,NA,1,1,NA
Soil and Tillage Research,01671987,NA,NA,NA,NA,1,NA
Soil Biology and Biochemistry,00380717,NA,NA,NA,NA,1,NA
Soil Dynamics and Earthquake Engineering,02677261,NA,NA,NA,NA,1,NA
Soils and Foundations,00380806,NA,NA,NA,NA,1,NA
Solar Energy,0038092X,NA,NA,NA,NA,1,NA
Solar Energy Materials and Solar Cells,09270248,NA,NA,NA,NA,1,NA
Solid Earth Sciences,2451912X,NA,NA,NA,NA,1,NA
Solid State Communications,00381098,NA,NA,NA,NA,1,NA
Solid State Electronics Letters,25892088,NA,NA,NA,NA,1,NA
Solid State Ionics,01672738,NA,NA,NA,NA,1,NA
Solid State Nuclear Magnetic Resonance,09262040,NA,NA,NA,NA,1,NA
Solid State Sciences,12932558,NA,NA,NA,NA,1,NA
Solid-State Electronics,00381101,NA,NA,NA,NA,1,NA
South African Journal of Botany,02546299,NA,NA,NA,NA,1,NA
South African Journal of Chemical Engineering,10269185,NA,NA,NA,NA,1,NA
Space Policy,02659646,NA,NA,NA,NA,NA,1
Space Research Today,17529298,NA,NA,NA,NA,1,NA
Spanish Journal of Legal Medicine,24454249,NA,NA,NA,1,NA,NA
Spatial and Spatio-temporal Epidemiology,18775845,NA,NA,NA,1,1,1
Spatial Statistics,22116753,NA,NA,NA,NA,1,1
Spectrochimica Acta Part A: Molecular and Biomolecular Spectroscopy,13861425,NA,NA,NA,NA,1,NA
Spectrochimica Acta Part B: Atomic Spectroscopy,05848547,NA,NA,NA,NA,1,NA
Speech Communication,01676393,NA,1,NA,NA,1,1
Spine Deformity,2212134X,NA,NA,NA,1,NA,NA
Sport Management Review,14413523,1,NA,NA,NA,NA,1
Sports Orthopaedics and Traumatology,0949328X,NA,NA,NA,1,NA,NA
SSM - Population Health,23528273,NA,NA,NA,NA,NA,1
Statistics & Probability Letters,01677152,NA,NA,NA,NA,1,NA
Stem Cell Reports,22136711,NA,NA,NA,1,1,NA
Stem Cell Research,18735061,NA,NA,NA,1,1,NA
Steroids,0039128X,NA,NA,NA,NA,1,NA
Stochastic Processes and their Applications,03044149,NA,NA,NA,NA,1,NA
Structural Change and Economic Dynamics,0954349X,NA,NA,NA,NA,NA,1
Structural Safety,01674730,NA,NA,NA,NA,1,NA
Structure,09692126,NA,NA,NA,NA,1,NA
Structures,23520124,NA,NA,NA,NA,1,NA
Studies in Educational Evaluation,0191491X,NA,NA,NA,NA,NA,1
Studies in History and Philosophy of Science Part A,00393681,NA,1,NA,NA,NA,NA
Studies in History and Philosophy of Science Part B: Studies in History and Philosophy of Modern Physics,13552198,NA,1,NA,NA,1,NA
Studies in History and Philosophy of Science Part C: Studies in History and Philosophy of Biological and Biomedical Sciences,13698486,NA,1,NA,1,1,NA
Studies in Mycology,01660616,NA,NA,NA,NA,1,NA
Superlattices and Microstructures,07496036,NA,NA,NA,NA,1,NA
Surface and Coatings Technology,02578972,NA,NA,NA,NA,1,NA
Surface Science,00396028,NA,NA,NA,NA,1,NA
Surface Science Reports,01675729,NA,NA,NA,NA,1,NA
Surfaces and Interfaces,24680230,NA,NA,NA,NA,1,NA
Surgery,00396060,NA,NA,NA,1,NA,NA
Surgery (Oxford),02639319,NA,NA,NA,1,NA,NA
Surgery for Obesity and Related Diseases,15507289,NA,NA,NA,1,NA,NA
Surgery Open Science,25898450,NA,NA,NA,1,NA,NA
Surgical Clinics of North America,00396109,NA,NA,NA,1,NA,NA
Surgical Oncology,09607404,NA,NA,NA,1,NA,NA
Surgical Oncology Clinics of North America,10553207,NA,NA,NA,1,NA,NA
Surgical Pathology Clinics,18759181,NA,NA,NA,1,NA,NA
Survey of Ophthalmology,00396257,NA,NA,NA,1,NA,NA
Sustainable Chemistry and Pharmacy,23525541,NA,NA,NA,NA,1,NA
Sustainable Cities and Society,22106707,1,NA,NA,NA,1,NA
Sustainable Computing: Informatics and Systems,22105379,NA,NA,NA,NA,1,NA
Sustainable Energy Technologies and Assessments,22131388,NA,NA,NA,NA,1,NA
"Sustainable Energy, Grids and Networks",23524677,NA,NA,NA,NA,1,NA
Sustainable Materials and Technologies,22149937,NA,NA,NA,NA,1,NA
Sustainable Production and Consumption,23525509,NA,NA,NA,NA,1,NA
Swarm and Evolutionary Computation,22106502,NA,NA,NA,NA,1,NA
Synergy,22137130,NA,NA,NA,1,NA,NA
Synthetic and Systems Biotechnology,2405805X,NA,NA,NA,NA,1,NA
Synthetic Metals,03796779,NA,NA,NA,NA,1,NA
System,0346251X,NA,1,NA,NA,NA,1
Systematic and Applied Microbiology,07232020,NA,NA,NA,NA,1,NA
Systems & Control Letters,01676911,NA,NA,NA,NA,1,NA
Systems Engineering Procedia,22113819,NA,NA,NA,NA,1,NA
Taiwanese Journal of Obstetrics and Gynecology,10284559,NA,NA,NA,1,NA,NA
Talanta,00399140,NA,NA,NA,NA,1,NA
Teaching and Learning in Nursing,15573087,NA,NA,NA,1,NA,NA
Teaching and Teacher Education,0742051X,NA,NA,NA,NA,NA,1
Technical Innovations & Patient Support in Radiation Oncology,24056324,NA,NA,NA,1,NA,NA
Techniques in Gastrointestinal Endoscopy,10962883,NA,NA,NA,1,NA,NA
Techniques in Vascular and Interventional Radiology,10892516,NA,NA,NA,1,NA,NA
Technological Forecasting and Social Change,00401625,1,NA,NA,NA,1,NA
Technology in Society,0160791X,1,NA,NA,NA,NA,1
Technovation,01664972,1,NA,NA,NA,1,NA
Tectonophysics,00401951,NA,NA,NA,NA,1,NA
Telecommunications Policy,03085961,1,NA,1,NA,1,1
Telematics and Informatics,07365853,NA,1,NA,NA,1,1
Tetrahedron,00404020,NA,NA,NA,1,1,NA
Tetrahedron Letters,00404039,NA,NA,NA,1,1,NA
The American Journal of Cardiology,00029149,NA,NA,NA,1,NA,NA
The American Journal of Emergency Medicine,07356757,NA,NA,NA,1,NA,NA
The American Journal of Geriatric Psychiatry,10647481,NA,NA,NA,1,NA,NA
The American Journal of Human Genetics,00029297,NA,NA,NA,NA,1,NA
The American Journal of Medicine,00029343,NA,NA,NA,1,NA,NA
The American Journal of Medicine Supplements,15482766,NA,NA,NA,1,NA,NA
The American Journal of Pathology,00029440,NA,NA,NA,1,NA,NA
The American Journal of Surgery,00029610,NA,NA,NA,1,NA,NA
The American Journal of the Medical Sciences,00029629,NA,NA,NA,1,NA,NA
The Annals of Thoracic Surgery,00034975,NA,NA,NA,1,NA,NA
The Arts in Psychotherapy,01974556,NA,NA,NA,1,1,1
The Asian Journal of Shipping and Logistics,20925212,1,NA,NA,NA,NA,NA
The Brazilian Journal of Infectious Diseases,14138670,NA,NA,NA,1,1,NA
The Breast,09609776,NA,NA,NA,1,NA,NA
The British Accounting Review,08908389,1,NA,NA,NA,NA,NA
The Cell Surface,24682330,NA,NA,NA,1,1,NA
The Crop Journal,22145141,NA,NA,NA,NA,1,NA
The Egyptian Journal of Aquatic Research,16874285,NA,NA,NA,NA,1,NA
The Egyptian Journal of Remote Sensing and Space Science,11109823,NA,NA,NA,NA,1,NA
The Egyptian Rheumatologist,11101164,NA,NA,NA,1,NA,NA
The Electricity Journal,10406190,1,NA,1,NA,1,NA
The European Journal of Psychiatry,02136163,NA,NA,NA,1,NA,NA
The Extractive Industries and Society,2214790X,NA,NA,NA,NA,1,1
The Foot,09582592,NA,NA,NA,1,NA,NA
The International Journal of Biochemistry & Cell Biology,13572725,NA,NA,NA,NA,1,NA
The International Journal of Management Education,14728117,1,NA,NA,NA,NA,1
The Internet and Higher Education,10967516,NA,NA,NA,NA,NA,1
The Joint Commission Journal on Quality and Patient Safety,15537250,NA,NA,NA,1,NA,NA
The Journal for Nurse Practitioners,15554155,NA,NA,NA,1,NA,NA
The Journal of Academic Librarianship,00991333,NA,NA,NA,NA,NA,1
The Journal of Allergy and Clinical Immunology: In Practice,22132198,NA,NA,NA,1,NA,NA
The Journal of Arthroplasty,08835403,NA,NA,NA,1,NA,NA
The Journal of Chemical Thermodynamics,00219614,NA,NA,NA,NA,1,NA
The Journal of Economic Asymmetries,17034949,NA,NA,NA,NA,NA,1
The Journal of Emergency Medicine,07364679,NA,NA,NA,1,NA,NA
The Journal of Finance and Data Science,24059188,1,NA,NA,NA,NA,NA
The Journal of Foot and Ankle Surgery,10672516,NA,NA,NA,1,NA,NA
The Journal of Hand Surgery,03635023,NA,NA,NA,1,NA,NA
The Journal of Heart and Lung Transplantation,10532498,NA,NA,NA,1,NA,NA
The Journal of High Technology Management Research,10478310,1,NA,NA,NA,1,NA
The Journal of Mathematical Behavior,07323123,NA,NA,NA,NA,1,1
The Journal of Molecular Diagnostics,15251578,NA,NA,NA,1,NA,NA
The Journal of Nutritional Biochemistry,09552863,NA,NA,NA,1,1,NA
The Journal of Pain,15265900,NA,NA,NA,1,NA,NA
The Journal of Pediatrics,00223476,NA,NA,NA,1,NA,NA
The Journal of Prosthetic Dentistry,00223913,NA,NA,NA,1,NA,NA
The Journal of Sexual Medicine,17436095,NA,NA,NA,1,NA,NA
The Journal of Social Studies Research,0885985X,NA,NA,NA,NA,NA,1
The Journal of Steroid Biochemistry and Molecular Biology,09600760,NA,NA,NA,NA,1,NA
The Journal of Strategic Information Systems,09638687,1,NA,NA,NA,1,NA
The Journal of Supercritical Fluids,08968446,NA,NA,NA,NA,1,NA
The Journal of the American Dental Association,00028177,NA,NA,NA,1,NA,NA
The Journal of the Economics of Ageing,2212828X,1,NA,NA,NA,NA,1
The Journal of Thoracic and Cardiovascular Surgery,00225223,NA,NA,NA,1,NA,NA
The Knee,09680160,NA,NA,NA,1,NA,NA
The Lancet,01406736,NA,NA,NA,1,NA,NA
The Lancet Child & Adolescent Health,23524642,NA,NA,NA,1,NA,NA
The Lancet Diabetes & Endocrinology,22138587,NA,NA,NA,1,1,NA
The Lancet Digital Health,25897500,NA,NA,NA,1,1,NA
The Lancet Gastroenterology & Hepatology,24681253,NA,NA,NA,1,NA,NA
The Lancet Global Health,2214109X,NA,NA,NA,1,NA,NA
The Lancet Haematology,23523026,NA,NA,NA,1,NA,NA
The Lancet HIV,23523018,NA,NA,NA,1,NA,NA
The Lancet Infectious Diseases,14733099,NA,NA,NA,1,1,NA
The Lancet Neurology,14744422,NA,NA,NA,1,NA,NA
The Lancet Oncology,14702045,NA,NA,NA,1,NA,NA
The Lancet Planetary Health,25425196,NA,NA,NA,1,NA,NA
The Lancet Psychiatry,22150366,NA,NA,NA,1,1,NA
The Lancet Public Health,24682667,NA,NA,NA,1,NA,NA
The Lancet Respiratory Medicine,22132600,NA,NA,NA,1,NA,NA
The Leadership Quarterly,10489843,1,NA,NA,NA,1,1
The North American Journal of Economics and Finance,10629408,1,NA,NA,NA,NA,1
The Ocular Surface,15420124,NA,NA,NA,1,NA,NA
The Quarterly Review of Economics and Finance,10629769,1,NA,NA,NA,NA,1
The Saudi Dental Journal,10139052,NA,NA,NA,1,NA,NA
The Social Science Journal,03623319,NA,NA,NA,NA,1,1
The Spine Journal,15299430,NA,NA,NA,1,NA,NA
The Surgeon,1479666X,NA,NA,NA,1,NA,NA
The Veterinary Journal,10900233,NA,NA,NA,1,1,NA
Theoretical and Applied Fracture Mechanics,01678442,NA,NA,NA,NA,1,NA
Theoretical and Applied Mechanics Letters,20950349,NA,NA,NA,NA,1,NA
Theoretical Computer Science,03043975,NA,NA,NA,NA,1,NA
Theoretical Population Biology,00405809,NA,NA,NA,NA,1,NA
Thérapie,00405957,NA,NA,NA,1,NA,NA
Theriogenology,0093691X,NA,NA,NA,1,1,NA
Thermal Science and Engineering Progress,24519049,NA,NA,NA,NA,1,NA
Thermochimica Acta,00406031,NA,NA,NA,NA,1,NA
Thin Solid Films,00406090,NA,NA,NA,NA,1,NA
Thin-Walled Structures,02638231,NA,NA,NA,NA,1,NA
Thinking Skills and Creativity,18711871,NA,NA,NA,NA,1,1
Thoracic Surgery Clinics,15474127,NA,NA,NA,1,NA,NA
Thrombosis Research,00493848,NA,NA,NA,1,NA,NA
Ticks and Tick-borne Diseases,1877959X,NA,NA,NA,1,1,NA
Tissue and Cell,00408166,NA,NA,NA,NA,1,NA
Topics in Companion Animal Medicine,19389736,NA,NA,NA,1,1,NA
Topology and its Applications,01668641,NA,NA,NA,NA,1,NA
Tourism Management,02615177,1,NA,NA,NA,NA,1
Tourism Management Perspectives,22119736,1,NA,NA,NA,NA,NA
Toxicologie Analytique et Clinique,23520078,NA,NA,NA,1,NA,NA
Toxicology,0300483X,NA,NA,NA,1,1,NA
Toxicology and Applied Pharmacology,0041008X,NA,NA,NA,1,1,NA
Toxicology in Vitro,08872333,NA,NA,NA,1,1,NA
Toxicology Letters,03784274,NA,NA,NA,1,1,NA
Toxicology Reports,22147500,NA,NA,NA,1,1,NA
Toxicon,00410101,NA,NA,NA,1,1,NA
Toxicon: X,25901710,NA,NA,NA,1,NA,NA
TrAC Trends in Analytical Chemistry,01659936,NA,NA,NA,NA,1,NA
Transactions of Nonferrous Metals Society of China,10036326,NA,NA,NA,NA,1,NA
Transfusion and Apheresis Science,14730502,NA,NA,NA,1,NA,NA
Transfusion Clinique et Biologique,12467820,NA,NA,NA,1,NA,1
Transfusion Medicine Reviews,08877963,NA,NA,NA,1,NA,NA
Translational Medicine of Aging,24685011,NA,NA,NA,1,1,NA
Translational Metabolic Syndrome Research,25889303,NA,NA,NA,1,1,NA
Translational Oncology,19365233,NA,NA,NA,1,1,NA
Translational Research,19315244,NA,NA,NA,1,NA,NA
Translational Research in Anatomy,2214854X,NA,NA,NA,1,NA,NA
Transplant Immunology,09663274,NA,NA,NA,1,NA,NA
Transplantation Proceedings,00411345,NA,NA,NA,1,NA,NA
Transplantation Reports,24519596,NA,NA,NA,1,NA,NA
Transplantation Reviews,0955470X,NA,NA,NA,1,NA,NA
Transport Policy,0967070X,1,NA,1,NA,NA,1
Transportation Geotechnics,22143912,1,NA,NA,NA,1,NA
