Title,ISSN,Type,EncodedTitle
Journal of Clinical Anesthesia,09528180,Subscribed,Journal%20of%20Clinical%20Anesthesia
Journal of Cataract & Refractive Surgery,08863350,Subscribed,Journal%20of%20Cataract%20%26%20Refractive%20Surgery
Journal of Diabetes and its Complications,10568727,Subscribed,Journal%20of%20Diabetes%20and%20its%20Complications
Drug and Alcohol Dependence,03768716,Subscribed,Drug%20and%20Alcohol%20Dependence
European Journal of Radiology,0720048X,Subscribed,European%20Journal%20of%20Radiology
Health Policy,01688510,Subscribed,Health%20Policy
International Journal of Cardiology,01675273,Subscribed,International%20Journal%20of%20Cardiology
Journal of Hepatology,01688278,Subscribed,Journal%20of%20Hepatology
Experimental Cell Research,00144827,Subscribed,Experimental%20Cell%20Research
Experimental Neurology,00144886,Subscribed,Experimental%20Neurology
Environmental Research,00139351,Subscribed,Environmental%20Research
Frontiers in Neuroendocrinology,00913022,Subscribed,Frontiers%20in%20Neuroendocrinology
Genomics,08887543,Subscribed,Genomics
Gynecologic Oncology,00908258,Subscribed,Gynecologic%20Oncology
Experimental Eye Research,00144835,Subscribed,Experimental%20Eye%20Research
Journal of Molecular and Cellular Cardiology,00222828,Subscribed,Journal%20of%20Molecular%20and%20Cellular%20Cardiology
Journal of Infection,01634453,Subscribed,Journal%20of%20Infection
Journal of Hospital Infection,01956701,Subscribed,Journal%20of%20Hospital%20Infection
Journal of Autoimmunity,08968411,Subscribed,Journal%20of%20Autoimmunity
European Journal of Vascular and Endovascular Surgery,10785884,Subscribed,European%20Journal%20of%20Vascular%20and%20Endovascular%20Surgery
Journal of Cardiothoracic and Vascular Anesthesia,10530770,Subscribed,Journal%20of%20Cardiothoracic%20and%20Vascular%20Anesthesia
Human Pathology,00468177,Subscribed,Human%20Pathology
Journal of Critical Care,08839441,Subscribed,Journal%20of%20Critical%20Care
Gastrointestinal Endoscopy,00165107,Subscribed,Gastrointestinal%20Endoscopy
Journal of Arthroplasty,08835403,Subscribed,Journal%20of%20Arthroplasty
The Journal of Hand Surgery,03635023,Subscribed,The%20Journal%20of%20Hand%20Surgery
Journal of Emergency Nursing,00991767,Subscribed,Journal%20of%20Emergency%20Nursing
Geriatric Nursing,01974572,Subscribed,Geriatric%20Nursing
Heart & Lung,01479563,Subscribed,Heart%20%26%20Lung
Gastroenterology,00165085,Subscribed,Gastroenterology
Disease-A-Month,00115029,Subscribed,Disease-A-Month
Journal of Electrocardiology,00220736,Subscribed,Journal%20of%20Electrocardiology
Journal of Cardiac Failure,10719164,Subscribed,Journal%20of%20Cardiac%20Failure
Journal of Allergy and Clinical Immunology,00916749,Subscribed,Journal%20of%20Allergy%20and%20Clinical%20Immunology
Heart Rhythm,15475271,Subscribed,Heart%20Rhythm
Journal of Hand Therapy,08941130,Subscribed,Journal%20of%20Hand%20Therapy
Journal of Psychiatric Research,00223956,Subscribed,Journal%20of%20Psychiatric%20Research
Molecular Immunology,01615890,Subscribed,Molecular%20Immunology
Neuropharmacology,00283908,Subscribed,Neuropharmacology
Neuroscience,03064522,Subscribed,Neuroscience
Leukemia Research,01452126,Subscribed,Leukemia%20Research
Neuroscience & Biobehavioral Reviews,01497634,Subscribed,Neuroscience%20%26%20Biobehavioral%20Reviews
Neuromuscular Disorders,09608966,Subscribed,Neuromuscular%20Disorders
Journal of Neuroscience Methods,01650270,Subscribed,Journal%20of%20Neuroscience%20Methods
Pharmacology & Therapeutics,01637258,Subscribed,Pharmacology%20%26%20Therapeutics
Magnetic Resonance Imaging,0730725X,Subscribed,Magnetic%20Resonance%20Imaging
Nuclear Medicine and Biology,09698051,Subscribed,Nuclear%20Medicine%20and%20Biology
Journal of Psychosomatic Research,00223999,Subscribed,Journal%20of%20Psychosomatic%20Research
Ophthalmology,01616420,Subscribed,Ophthalmology
Journal of the American College of Cardiology,07351097,Subscribed,Journal%20of%20the%20American%20College%20of%20Cardiology
Journal of the American College of Surgeons,10727515,Subscribed,Journal%20of%20the%20American%20College%20of%20Surgeons
Journal of Pain and Symptom Management,08853924,Subscribed,Journal%20of%20Pain%20and%20Symptom%20Management
Nutrition,08999007,Subscribed,Nutrition
Journal of Pediatric and Adolescent Gynecology,10833188,Subscribed,Journal%20of%20Pediatric%20and%20Adolescent%20Gynecology
Pediatric Neurology,08878994,Subscribed,Pediatric%20Neurology
Lung Cancer,01695002,Subscribed,Lung%20Cancer
Neuroscience Letters,03043940,Subscribed,Neuroscience%20Letters
Patient Education and Counseling,07383991,Subscribed,Patient%20Education%20and%20Counseling
Molecular Genetics and Metabolism,10967192,Subscribed,Molecular%20Genetics%20and%20Metabolism
Journal of Structural Biology,10478477,Subscribed,Journal%20of%20Structural%20Biology
Journal of Surgical Research,00224804,Subscribed,Journal%20of%20Surgical%20Research
Molecular and Cellular Neuroscience,10447431,Subscribed,Molecular%20and%20Cellular%20Neuroscience
Methods,10462023,Subscribed,Methods
Neurobiology of Disease,09699961,Subscribed,Neurobiology%20of%20Disease
NeuroImage,10538119,Subscribed,NeuroImage
Nitric Oxide,10898603,Subscribed,Nitric%20Oxide
Journal of Molecular Biology,00222836,Subscribed,Journal%20of%20Molecular%20Biology
Osteoarthritis and Cartilage,10634584,Subscribed,Osteoarthritis%20and%20Cartilage
"Journal of Plastic, Reconstructive & Aesthetic Surgery",17486815,Subscribed,Journal%20of%20Plastic%2C%20Reconstructive%20%26%20Aesthetic%20Surgery
Musculoskeletal Science and Practice,24687812,Subscribed,Musculoskeletal%20Science%20and%20Practice
"Oral Surgery, Oral Medicine, Oral Pathology and Oral Radiology",22124403,Subscribed,Oral%20Surgery%2C%20Oral%20Medicine%2C%20Oral%20Pathology%20and%20Oral%20Radiology
Journal of Oral and Maxillofacial Surgery,02782391,Subscribed,Journal%20of%20Oral%20and%20Maxillofacial%20Surgery
Journal of Pediatric Surgery,00223468,Subscribed,Journal%20of%20Pediatric%20Surgery
Journal of Shoulder and Elbow Surgery,10582746,Subscribed,Journal%20of%20Shoulder%20and%20Elbow%20Surgery
Journal of Thoracic and Cardiovascular Surgery,00225223,Subscribed,Journal%20of%20Thoracic%20and%20Cardiovascular%20Surgery
Journal of Vascular Surgery,07415214,Subscribed,Journal%20of%20Vascular%20Surgery
Journal of Pediatric Nursing,08825963,Subscribed,Journal%20of%20Pediatric%20Nursing
Nursing Outlook,00296554,Subscribed,Nursing%20Outlook
Journal of Pediatric Health Care,08915245,Subscribed,Journal%20of%20Pediatric%20Health%20Care
Journal of PeriAnesthesia Nursing,10899472,Subscribed,Journal%20of%20PeriAnesthesia%20Nursing
Journal of the American Society of Echocardiography,08947317,Subscribed,Journal%20of%20the%20American%20Society%20of%20Echocardiography
Metabolism,00260495,Subscribed,Metabolism
Journal of the American Academy of Dermatology,01909622,Subscribed,Journal%20of%20the%20American%20Academy%20of%20Dermatology
Journal of the Academy of Nutrition and Dietetics,22122672,Subscribed,Journal%20of%20the%20Academy%20of%20Nutrition%20and%20Dietetics
Journal of the Association of Nurses in AIDS Care,10553290,Subscribed,Journal%20of%20the%20Association%20of%20Nurses%20in%20AIDS%20Care
Journal of Vascular and Interventional Radiology,10510443,Subscribed,Journal%20of%20Vascular%20and%20Interventional%20Radiology
Thrombosis Research,00493848,Subscribed,Thrombosis%20Research
Progress in Neurobiology,03010082,Subscribed,Progress%20in%20Neurobiology
Trends in Biochemical Sciences,09680004,Subscribed,Trends%20in%20Biochemical%20Sciences
Trends in Immunology,14714906,Subscribed,Trends%20in%20Immunology
Trends in Genetics,01689525,Subscribed,Trends%20in%20Genetics
Trends in Cell Biology,09628924,Subscribed,Trends%20in%20Cell%20Biology
Physiotherapy,00319406,Subscribed,Physiotherapy
Transplant Immunology,09663274,Subscribed,Transplant%20Immunology
Transplantation Proceedings,00411345,Subscribed,Transplantation%20Proceedings
The Journal of Emergency Medicine,07364679,Subscribed,The%20Journal%20of%20Emergency%20Medicine
Pharmacology Biochemistry and Behavior,00913057,Subscribed,Pharmacology%20Biochemistry%20and%20Behavior
Progress in Neuro-Psychopharmacology & Biological Psychiatry,02785846,Subscribed,Progress%20in%20Neuro-Psychopharmacology%20%26%20Biological%20Psychiatry
The Journal of Heart and Lung Transplantation,10532498,Subscribed,The%20Journal%20of%20Heart%20and%20Lung%20Transplantation
The American Journal of Cardiology,00029149,Subscribed,The%20American%20Journal%20of%20Cardiology
The American Journal of Medicine,00029343,Subscribed,The%20American%20Journal%20of%20Medicine
The American Journal of Surgery,00029610,Subscribed,The%20American%20Journal%20of%20Surgery
The Annals of Thoracic Surgery,00034975,Subscribed,The%20Annals%20of%20Thoracic%20Surgery
World Neurosurgery,18788750,Subscribed,World%20Neurosurgery
Trends in Endocrinology & Metabolism,10432760,Subscribed,Trends%20in%20Endocrinology%20%26%20Metabolism
Trends in Cardiovascular Medicine,10501738,Subscribed,Trends%20in%20Cardiovascular%20Medicine
Radiotherapy & Oncology,01678140,Subscribed,Radiotherapy%20%26%20Oncology
Protein Expression and Purification,10465928,Subscribed,Protein%20Expression%20and%20Purification
Preventive Medicine,00917435,Subscribed,Preventive%20Medicine
Toxicology and Applied Pharmacology,0041008X,Subscribed,Toxicology%20and%20Applied%20Pharmacology
Placenta,01434004,Subscribed,Placenta
Respiratory Medicine,09546111,Subscribed,Respiratory%20Medicine
Seminars in Immunology,10445323,Subscribed,Seminars%20in%20Immunology
Seminars in Cancer Biology,1044579X,Subscribed,Seminars%20in%20Cancer%20Biology
Seminars in Thoracic and Cardiovascular Surgery,10430679,Subscribed,Seminars%20in%20Thoracic%20and%20Cardiovascular%20Surgery
Surgery,00396060,Subscribed,Surgery
Seminars in Arthritis and Rheumatism,00490172,Subscribed,Seminars%20in%20Arthritis%20and%20Rheumatism
Progress in Cardiovascular Diseases,00330620,Subscribed,Progress%20in%20Cardiovascular%20Diseases
Translational Research,19315244,Subscribed,Translational%20Research
The Journal of Pediatrics,00223476,Subscribed,The%20Journal%20of%20Pediatrics
Seminars in Perinatology,01460005,Subscribed,Seminars%20in%20Perinatology
Seminars in Radiation Oncology,10534296,Subscribed,Seminars%20in%20Radiation%20Oncology
Transfusion Medicine Reviews,08877963,Subscribed,Transfusion%20Medicine%20Reviews
The Journal of Foot & Ankle Surgery,10672516,Subscribed,The%20Journal%20of%20Foot%20%26%20Ankle%20Surgery
Journal of Minimally Invasive Gynecology,15534650,Subscribed,Journal%20of%20Minimally%20Invasive%20Gynecology
The Journal of Urology,00225347,Subscribed,The%20Journal%20of%20Urology
Trends in Pharmacological Sciences,01656147,Subscribed,Trends%20in%20Pharmacological%20Sciences
Vaccine,0264410X,Subscribed,Vaccine
Ultrasound in Medicine & Biology,03015629,Subscribed,Ultrasound%20in%20Medicine%20%26%20Biology
Urology,00904295,Subscribed,Urology
Virology,00426822,Subscribed,Virology
Trends in Neurosciences,01662236,Subscribed,Trends%20in%20Neurosciences
Schizophrenia Research,09209964,Subscribed,Schizophrenia%20Research
Survey of Ophthalmology,00396257,Subscribed,Survey%20of%20Ophthalmology
Physiology & Behavior,00319384,Subscribed,Physiology%20%26%20Behavior
American Journal of Kidney Diseases,02726386,Subscribed,American%20Journal%20of%20Kidney%20Diseases
Cell Stem Cell,19345909,Subscribed,Cell%20Stem%20Cell
Methods in Enzymology,00766879,Subscribed,Methods%20in%20Enzymology
The American Journal of Human Genetics,00029297,Subscribed,The%20American%20Journal%20of%20Human%20Genetics
Biophysical Journal,00063495,Subscribed,Biophysical%20Journal
"Annals of Allergy, Asthma & Immunology",10811206,Subscribed,Annals%20of%20Allergy%2C%20Asthma%20%26%20Immunology
The Lancet,01406736,Subscribed,The%20Lancet
Cell Host & Microbe,19313128,Subscribed,Cell%20Host%20%26%20Microbe
The Journal of Molecular Diagnostics,15251578,Subscribed,The%20Journal%20of%20Molecular%20Diagnostics
The American Journal of Pathology,00029440,Subscribed,The%20American%20Journal%20of%20Pathology
Journal of the American Medical Directors Association,15258610,Subscribed,Journal%20of%20the%20American%20Medical%20Directors%20Association
The American Journal of Geriatric Psychiatry,10647481,Subscribed,The%20American%20Journal%20of%20Geriatric%20Psychiatry
Mayo Clinic Proceedings,00256196,Subscribed,Mayo%20Clinic%20Proceedings
Brachytherapy,15384721,Subscribed,Brachytherapy
Advances in Chronic Kidney Disease,15485595,Subscribed,Advances%20in%20Chronic%20Kidney%20Disease
Clinical Gastroenterology and Hepatology,15423565,Subscribed,Clinical%20Gastroenterology%20and%20Hepatology
Journal of the American College of Radiology,15461440,Subscribed,Journal%20of%20the%20American%20College%20of%20Radiology
Surgery for Obesity and Related Diseases,15507289,Subscribed,Surgery%20for%20Obesity%20and%20Related%20Diseases
Journal of the American Academy of Child & Adolescent Psychiatry,08908567,Subscribed,Journal%20of%20the%20American%20Academy%20of%20Child%20%26%20Adolescent%20Psychiatry
Seminars in Oncology,00937754,Subscribed,Seminars%20in%20Oncology
Seminars in Nephrology,02709295,Subscribed,Seminars%20in%20Nephrology
Seminars in Hematology,00371963,Subscribed,Seminars%20in%20Hematology
Chest,00123692,Subscribed,Chest
Kidney International,00852538,Subscribed,Kidney%20International
Journal of Pharmaceutical Sciences,00223549,Subscribed,Journal%20of%20Pharmaceutical%20Sciences
Journal of Investigative Dermatology,0022202X,Subscribed,Journal%20of%20Investigative%20Dermatology
Medical Dosimetry,09583947,Subscribed,Medical%20Dosimetry
Journal of Renal Nutrition,10512276,Subscribed,Journal%20of%20Renal%20Nutrition
Practical Radiation Oncology,18798500,Subscribed,Practical%20Radiation%20Oncology
The Lancet Diabetes & Endocrinology,22138587,Subscribed,The%20Lancet%20Diabetes%20%26%20Endocrinology
The Lancet Respiratory Medicine,22132600,Subscribed,The%20Lancet%20Respiratory%20Medicine
Cell Systems,24054712,Subscribed,Cell%20Systems
The Joint Commission Journal on Quality and Patient Safety,15537250,Subscribed,The%20Joint%20Commission%20Journal%20on%20Quality%20and%20Patient%20Safety
Clinical Microbiology and Infection,1198743X,Subscribed,Clinical%20Microbiology%20and%20Infection
Journal of Thoracic Oncology,15560864,Subscribed,Journal%20of%20Thoracic%20Oncology
The Lancet Haematology,23523026,Subscribed,The%20Lancet%20Haematology
The Lancet HIV,23523018,Subscribed,The%20Lancet%20HIV
The Lancet Psychiatry,22150366,Subscribed,The%20Lancet%20Psychiatry
Molecular Therapy,15250016,Subscribed,Molecular%20Therapy
British Journal of Anaesthesia,00070912,Subscribed,British%20Journal%20of%20Anaesthesia
Jacc: Cardiovascular Imaging,1936878X,Subscribed,Jacc%3A%20Cardiovascular%20Imaging
Jacc: Cardiovascular Interventions,19368798,Subscribed,Jacc%3A%20Cardiovascular%20Interventions
Jacc: Heart Failure,22131779,Subscribed,Jacc%3A%20Heart%20Failure
Trends in Cancer,24058033,Subscribed,Trends%20in%20Cancer
Ophthalmology Retina,24686530,Subscribed,Ophthalmology%20Retina
The Lancet Gastroenterology & Hepatology,24681253,Subscribed,The%20Lancet%20Gastroenterology%20%26%20Hepatology
Long Range Planning,00246301,Subscribed,Long%20Range%20Planning
Omega,03050483,Subscribed,Omega
Journal of International Money and Finance,02615606,Subscribed,Journal%20of%20International%20Money%20and%20Finance
Decision Support Systems,01679236,Subscribed,Decision%20Support%20Systems
European Journal of Operational Research,03772217,Subscribed,European%20Journal%20of%20Operational%20Research
International Journal of Forecasting,01692070,Subscribed,International%20Journal%20of%20Forecasting
International Journal of Industrial Organization,01677187,Subscribed,International%20Journal%20of%20Industrial%20Organization
Journal of Accounting and Economics,01654101,Subscribed,Journal%20of%20Accounting%20and%20Economics
Journal of Empirical Finance,09275398,Subscribed,Journal%20of%20Empirical%20Finance
Operations Research Letters,01676377,Subscribed,Operations%20Research%20Letters
Journal of Financial Economics,0304405X,Subscribed,Journal%20of%20Financial%20Economics
Business Horizons,00076813,Subscribed,Business%20Horizons
Journal of World Business,10909516,Subscribed,Journal%20of%20World%20Business
Industrial Marketing Management,00198501,Subscribed,Industrial%20Marketing%20Management
Journal of Accounting and Public Policy,02784254,Subscribed,Journal%20of%20Accounting%20and%20Public%20Policy
Journal of Business Research,01482963,Subscribed,Journal%20of%20Business%20Research
Journal of Business Venturing,08839026,Subscribed,Journal%20of%20Business%20Venturing
Games and Economic Behavior,08998256,Subscribed,Games%20and%20Economic%20Behavior
Organizational Behavior and Human Decision Processes,07495978,Subscribed,Organizational%20Behavior%20and%20Human%20Decision%20Processes
Management Accounting Research,10445005,Subscribed,Management%20Accounting%20Research
"Accounting, Organizations and Society",03613682,Subscribed,Accounting%2C%20Organizations%20and%20Society
Journal of Banking & Finance,03784266,Subscribed,Journal%20of%20Banking%20%26%20Finance
Advances in Accounting,08826110,Subscribed,Advances%20in%20Accounting
"International Journal of Law, Crime and Justice",17560616,Subscribed,International%20Journal%20of%20Law%2C%20Crime%20and%20Justice
International Review of Law and Economics,01448188,Subscribed,International%20Review%20of%20Law%20and%20Economics
